source	record_id	title	journal_or_status	year_or_start	url	stage	decision	axis_failed	quantity_reported_instead	synthesis_candidate
PubMed	26049379	Chronic heart failure: what does the horizon look like?	Current opinion in cardiology	2015	https://pubmed.ncbi.nlm.nih.gov/26049379/	TiAb	exclude	RANDOMISATION	narrative review	N
PubMed	26022006	Effect of the angiotensin-receptor-neprilysin inhibitor LCZ696 compared with enalapril on mode of death in heart failure patients	European heart journal	2015	https://pubmed.ncbi.nlm.nih.gov/26022006/	TiAb	exclude	OUTCOME	mode-of-death specific hazard ratios, not the pre-specified composite	N
PubMed	25864789	LCZ696 (angiotensin-neprilysin inhibition): the new kid on the heart failure block?	Journal of pharmacy practice	2015	https://pubmed.ncbi.nlm.nih.gov/25864789/	TiAb	exclude	RANDOMISATION	narrative review	N
PubMed	25849438	Drug therapy for patients with systolic heart failure after the PARADIGM-HF trial: in need of a new paradigm of LCZ696 implementation in clinical practice	BMC medicine	2015	https://pubmed.ncbi.nlm.nih.gov/25849438/	TiAb	exclude	RANDOMISATION	commentary	N
PubMed	25833460	LCZ696: the next step in improving RAS inhibition?	Current hypertension reports	2015	https://pubmed.ncbi.nlm.nih.gov/25833460/	TiAb	exclude	RANDOMISATION	narrative review	N
PubMed	25813256	The new drug is much more effective than ACE inhibitors in chronic heart failure (Czech)	Vnitrni lekarstvi	2015	https://pubmed.ncbi.nlm.nih.gov/25813256/	TiAb	exclude	RANDOMISATION	narrative review	N
PubMed	25766951	The path to an angiotensin receptor antagonist-neprilysin inhibitor in the treatment of heart failure	Journal of the American College of Cardiology	2015	https://pubmed.ncbi.nlm.nih.gov/25766951/	TiAb	exclude	RANDOMISATION	historical article	N
PubMed	25756942	Neprilysin inhibition to treat heart failure: a tale of science, serendipity, and second chances	European journal of heart failure	2015	https://pubmed.ncbi.nlm.nih.gov/25756942/	TiAb	exclude	RANDOMISATION	narrative review	N
PubMed	25597387	LCZ696: a new paradigm for the treatment of heart failure?	Expert opinion on pharmacotherapy	2015	https://pubmed.ncbi.nlm.nih.gov/25597387/	TiAb	exclude	RANDOMISATION	narrative review	N
PubMed	28834633	Clinical trials update from the European Society of Cardiology meeting 2014: PARADIGM-HF, CONFIRM-HF, SIGNIFY, atrial fibrillation, beta-blockers and heart failure, and vagal stimulation in heart failure	ESC heart failure	2014	https://pubmed.ncbi.nlm.nih.gov/28834633/	TiAb	exclude	RANDOMISATION	conference trials update	N
PubMed	25416329	A putative placebo analysis of the effects of LCZ696 on clinical outcomes in heart failure	European heart journal	2015	https://pubmed.ncbi.nlm.nih.gov/25416329/	TiAb	exclude	OUTCOME	indirectly derived effect versus a putative placebo, not the head-to-head estimand	N
PubMed	25403646	Angiotensin receptor neprilysin inhibition compared with enalapril on the risk of clinical progression in surviving patients with heart failure	Circulation	2015	https://pubmed.ncbi.nlm.nih.gov/25403646/	TiAb	exclude	OUTCOME	clinical progression measures in survivors, not the pre-specified composite	N
PubMed	25306450	Combined neprilysin and renin-angiotensin system inhibition for the treatment of heart failure	JACC. Heart failure	2014	https://pubmed.ncbi.nlm.nih.gov/25306450/	TiAb	exclude	RANDOMISATION	narrative review	N
PubMed	25176015	Angiotensin-neprilysin inhibition versus enalapril in heart failure (PARADIGM-HF)	The New England journal of medicine	2014	https://pubmed.ncbi.nlm.nih.gov/25176015/	FullText	INCLUDE	-	MEETS ALL FOUR. Double-blind randomised; 8442 adults NYHA II-IV LVEF<=40%; LCZ696 200 mg bid vs enalapril 10 mg bid; composite of CV death or first HF hospitalisation as HAZARD RATIO 0.80 (95% CI 0.73-0.87), P<0.001; 914/4187 vs 1117/4212; median follow-up 27 months.	N
PubMed	24828035	Baseline characteristics and treatment of patients in PARADIGM-HF	European journal of heart failure	2014	https://pubmed.ncbi.nlm.nih.gov/24828035/	TiAb	exclude	OUTCOME	baseline characteristics only; no effect estimate	N
PubMed	23663006	The potential role of valsartan + AHU377 (LCZ696) in the treatment of heart failure	Expert opinion on investigational drugs	2013	https://pubmed.ncbi.nlm.nih.gov/23663006/	TiAb	exclude	RANDOMISATION	narrative review	N
PubMed	23563576	Dual angiotensin receptor and neprilysin inhibition as an alternative to ACE inhibition in patients with chronic systolic heart failure: rationale for and design of PARADIGM-HF	European journal of heart failure	2013	https://pubmed.ncbi.nlm.nih.gov/23563576/	TiAb	exclude	OUTCOME	trial design description; no effect estimate	N
CTGov	NCT03168568	Differential Vascular and Endocrine Effects of Valsartan/Sacubitril in Heart Failure With Reduced Ejection Fraction (VASCEND)	COMPLETED	2017-05-04	https://clinicaltrials.gov/study/NCT03168568	TiAb	exclude	COMPARATOR	comparator arms are valsartan and placebo	N
CTGov	NCT04688294	The Bio-Clinical Effects of the Sacubitril-Valsartan Combination on Patients With Chronic Heart Failure	COMPLETED	2020-01-01	https://clinicaltrials.gov/study/NCT04688294	TiAb	exclude	COMPARATOR	comparator is valsartan	N
CTGov	NCT00913653	Safety/Tolerability, Pharmacokinetics/Pharmacodynamics of LCZ696 in Patients With Stable Heart Failure	COMPLETED	2009-05	https://clinicaltrials.gov/study/NCT00913653	TiAb	exclude	COMPARATOR	single-arm; reports pharmacokinetic and pharmacodynamic parameters	N
CTGov	NCT03909295	Open-label Extension Evaluating Safety and Tolerability of LCZ696 in Subjects Who Completed PARAGON-HF in Japan	TERMINATED	2019-05-07	https://clinicaltrials.gov/study/NCT03909295	TiAb	exclude	POPULATION	heart failure with preserved ejection fraction	N
CTGov	NCT03917459	COmparing arNi and Ace For Improving Erectile Dysfunction in mEN With reduCed Ejection Fraction Heart Failure	COMPLETED	2019-04-16	https://clinicaltrials.gov/study/NCT03917459	TiAb	exclude	OUTCOME	erectile function score	N
CTGov	NCT03190304	The Effect of Neprilysin (LCZ696) on Exercise Tolerance in Patients With Heart Failure	COMPLETED	2017-06-14	https://clinicaltrials.gov/study/NCT03190304	TiAb	exclude	OUTCOME	exercise tolerance and vasodilation measures	N
CTGov	NCT01353508	Sodium Excretion of LCZ696 in Patients With Hypertension, Heart Failure and Healthy Volunteers	COMPLETED	2011-03	https://clinicaltrials.gov/study/NCT01353508	TiAb	exclude	POPULATION	hypertension and healthy volunteers	N
CTGov	NCT04397302	Role of Sacubitril/Valsartan in the Improvement of Heart Failure With Reduced Ejection Fraction	COMPLETED	2019-01-13	https://clinicaltrials.gov/study/NCT04397302	TiAb	exclude	OUTCOME	haemodynamic and echocardiographic improvement	N
CTGov	NCT01920711	Efficacy and Safety of LCZ696 Compared to Valsartan on Morbidity and Mortality in Heart Failure Patients With Preserved Ejection Fraction (PARAGON-HF)	COMPLETED	2014-07-18	https://clinicaltrials.gov/study/NCT01920711	TiAb	exclude	COMPARATOR	comparator is valsartan; population HFpEF	N
CTGov	NCT07376265	A Real-world Study to Compare the Effectiveness of Sacubitril/Valsartan Versus ACEi/ARB in HFrEF Patients	COMPLETED	2023-10-20	https://clinicaltrials.gov/study/NCT07376265	TiAb	exclude	RANDOMISATION	real-world non-randomised effectiveness estimates	N
CTGov	NCT04781881	Special Drug Use Surveillance for Entresto Tablets	COMPLETED	2021-03-04	https://clinicaltrials.gov/study/NCT04781881	TiAb	exclude	RANDOMISATION	post-marketing surveillance statistics	N
CTGov	NCT07379788	ARNI Combined With SGLT2 Inhibitors on Functional Mitral Regurgitation Remodeling	COMPLETED	2025-01-01	https://clinicaltrials.gov/study/NCT07379788	TiAb	exclude	COMPARATOR	comparator is empagliflozin combination; no enalapril arm	N
CTGov	NCT02900378	randOmized stUdy Using acceleromeTry to Compare Sacubitril/valsarTan and Enalapril in Patients With Heart Failure (OUTSTEP-HF)	COMPLETED	2016-12-20	https://clinicaltrials.gov/study/NCT02900378	TiAb	exclude	OUTCOME	accelerometer-measured daily physical activity	N
CTGov	NCT05164653	Program of Angiotensin-Neprilysin Inhibition in Admitted Patients With Worsening Heart Failure (PREMIER)	ACTIVE_NOT_RECRUITING	2021-12-27	https://clinicaltrials.gov/study/NCT05164653	TiAb	exclude	COMPARATOR	comparator is standard treatment	N
CTGov	NCT05448872	Real World Experience in HFrEF Patients Treated With Sacubitril/Valsartan	COMPLETED	2020-11-23	https://clinicaltrials.gov/study/NCT05448872	TiAb	exclude	RANDOMISATION	observational descriptive statistics	N
CTGov	NCT02916160	Sacubitril-valsartan and Heart Failure Patients: the ENTRESTO-SAS Study	COMPLETED	2016-09-22	https://clinicaltrials.gov/study/NCT02916160	TiAb	exclude	OUTCOME	apnoea-hypopnoea index	N
CTGov	NCT04113109	Mechanisms Underlying Hypotensive Response to ARB/NEP Inhibition - Aim 2	COMPLETED	2019-11-01	https://clinicaltrials.gov/study/NCT04113109	TiAb	exclude	OUTCOME	mechanistic haemodynamic and renal clearance measures	N
CTGov	NCT03830814	The Effects of Sacubitril/Valsartan on the Heart Functions	COMPLETED	2017-01-01	https://clinicaltrials.gov/study/NCT03830814	TiAb	exclude	OUTCOME	echocardiographic function measures	N
CTGov	NCT04498780	Hemodynamic Effects of ARNI on Noninvasive Pressure-volume Analysis in Patients With Chronic Heart Failure	COMPLETED	2020-07-21	https://clinicaltrials.gov/study/NCT04498780	TiAb	exclude	OUTCOME	pressure-volume loop derived measures	N
CTGov	NCT03928158	LCZ696 in Advanced LV Hypertrophy and HFpEF	COMPLETED	2019-05-31	https://clinicaltrials.gov/study/NCT03928158	TiAb	exclude	POPULATION	HFpEF with advanced left ventricular hypertrophy	N
CTGov	NCT07417215	The Effect of Sacubitril and Valsartan on Heart Function in Chronic Hemodialysis Patients With HFpEF	COMPLETED	2026-01-30	https://clinicaltrials.gov/study/NCT07417215	TiAb	exclude	POPULATION	HFpEF on chronic haemodialysis	N
CTGov	NCT04753112	Treatment of PH With ARB and Neprilysin Inhibitor in HFpEF Patients With CardioMEMS Device	COMPLETED	2020-10-29	https://clinicaltrials.gov/study/NCT04753112	TiAb	exclude	POPULATION	HFpEF with pulmonary hypertension	N
CTGov	NCT03300427	The Effects of Sacubitril/Valsartan on Cardiac Oxygen Consumption and Efficiency of Cardiac Work in Heart Failure Patients	COMPLETED	2018-07-05	https://clinicaltrials.gov/study/NCT03300427	TiAb	exclude	OUTCOME	myocardial oxygen consumption and work efficiency	N
CTGov	NCT04575675	Dapagliflozin on Hypotensive Heart Failure Patients After Sacubitril/Valsartan Therapy	COMPLETED	2020-05-29	https://clinicaltrials.gov/study/NCT04575675	TiAb	exclude	INTERVENTION	intervention is dapagliflozin	N
CTGov	NCT06237309	REGN5381 in Adult Participants With Heart Failure With Reduced Ejection Fraction	TERMINATED	2024-04-11	https://clinicaltrials.gov/study/NCT06237309	TiAb	exclude	INTERVENTION	intervention is REGN5381	N
CTGov	NCT05353166	REGN5381 in Heart Failure Adult Participants With Elevated Pulmonary Capillary Wedge Pressure	COMPLETED	2022-06-30	https://clinicaltrials.gov/study/NCT05353166	TiAb	exclude	INTERVENTION	intervention is REGN5381	N
CTGov	NCT06142383	A Proof of Concept and Dose-finding Study of XXB750 in Patients With Heart Failure	TERMINATED	2023-12-12	https://clinicaltrials.gov/study/NCT06142383	TiAb	exclude	INTERVENTION	intervention is XXB750; sacubitril/valsartan is an active reference arm	N
CTGov	NCT02678312	Study to Evaluate LCZ696 Compared With Enalapril in Pediatric Patients With Heart Failure (PANORAMA-HF)	COMPLETED	2016-11-03	https://clinicaltrials.gov/study/NCT02678312	TiAb	exclude	POPULATION	children 1 month to <18 years	N
CTGov	NCT02970669	Study on the Effects of Sacubitril/Valsartan on Physical Activity and Sleep in HFrEF Patients (AWAKE-HF)	COMPLETED	2016-12-16	https://clinicaltrials.gov/study/NCT02970669	TiAb	exclude	OUTCOME	accelerometer-measured activity and sleep	N
CTGov	NCT03387163	Patient Reported Outcomes inVestigation Following Initiation of Drug Therapy With Entresto in Heart Failure	COMPLETED	2018-02-09	https://clinicaltrials.gov/study/NCT03387163	TiAb	exclude	RANDOMISATION	patient-reported outcome change without randomised comparison	N
CTGov	NCT06922253	Bioequivalence Study to Compare Sacubitril and Valsartan Tablets Versus Entresto Tablets	COMPLETED	2024-12-28	https://clinicaltrials.gov/study/NCT06922253	TiAb	exclude	OUTCOME	pharmacokinetic bioequivalence parameters	N
CTGov	NCT02887183	Effects of Sacubitril/Valsartan Therapy on Biomarkers, Myocardial Remodeling and Outcomes (PROVE-HF)	COMPLETED	2016-10-25	https://clinicaltrials.gov/study/NCT02887183	TiAb	exclude	COMPARATOR	single-arm; no enalapril comparator	N
CTGov	NCT05963282	Comparative Effectiveness of Entresto Versus ACEi/ARB in de Novo Heart Failure Patients	COMPLETED	2021-11-29	https://clinicaltrials.gov/study/NCT05963282	TiAb	exclude	RANDOMISATION	non-randomised comparative effectiveness estimates	N
CTGov	NCT02554890	Comparison of Sacubitril/Valsartan Versus Enalapril on Effect on NT-proBNP in Patients Stabilized From an Acute Heart Failure Episode (PIONEER-HF)	COMPLETED	2016-04-29	https://clinicaltrials.gov/study/NCT02554890	TiAb	exclude	OUTCOME	time-averaged proportional change in NT-proBNP	N
CTGov	NCT03717688	The Effects of Neprilysin on Glucagon-like Peptide-1	COMPLETED	2018-05-17	https://clinicaltrials.gov/study/NCT03717688	TiAb	exclude	OUTCOME	GLP-1 concentration	N
CTGov	NCT04735354	Sacubitril/Valsartan in HFrEF Patients: a Real World Study in India	COMPLETED	2020-10-27	https://clinicaltrials.gov/study/NCT04735354	TiAb	exclude	RANDOMISATION	observational descriptive statistics	N
CTGov	NCT07023016	Comparative Assessment of Sacubitril/Valsartan Versus Ramipril in Patients With Renal Dysfunction Hospitalized With Acute Decompensated Heart Failure	COMPLETED	2023-11-01	https://clinicaltrials.gov/study/NCT07023016	TiAb	exclude	COMPARATOR	comparator is ramipril	N
CTGov	NCT02690974	Description of Tolerability of LCZ696 in HFrEF Treated in Real Life Setting	COMPLETED	2016-03-08	https://clinicaltrials.gov/study/NCT02690974	TiAb	exclude	RANDOMISATION	observational tolerability proportions	N
CTGov	NCT04649229	Mechanisms Underlying Hypotensive Response to ARB/NEP Inhibition - Aim 3	COMPLETED	2021-05-27	https://clinicaltrials.gov/study/NCT04649229	TiAb	exclude	OUTCOME	mechanistic haemodynamic and renal clearance measures	N
CTGov	NCT02884206	Efficacy and Safety of LCZ696 Compared to Valsartan on Cognitive Function in Chronic Heart Failure and Preserved Ejection Fraction (PERSPECTIVE)	COMPLETED	2016-11-23	https://clinicaltrials.gov/study/NCT02884206	TiAb	exclude	COMPARATOR	comparator is valsartan; population HFpEF	N
CTGov	NCT04153136	The ENCHANTMENT HIV Study	COMPLETED	2020-09-11	https://clinicaltrials.gov/study/NCT04153136	TiAb	exclude	POPULATION	HIV with HFpEF	N
CTGov	NCT05243199	Sacubitril/Valsartan for CKD5 Stage Dialysis Patients	COMPLETED	2020-08-01	https://clinicaltrials.gov/study/NCT05243199	TiAb	exclude	POPULATION	CKD stage 5 on dialysis; comparator irbesartan	N
CTGov	NCT02787798	Evaluation of the Entresto Effect on Sympathetic Nervous System in Patients With Heart Failure	TERMINATED	2016-10	https://clinicaltrials.gov/study/NCT02787798	TiAb	exclude	OUTCOME	microneurography-derived sympathetic activity	N
CTGov	NCT05096039	Role of Sacubitril/Valsartan in Improving Provider Performance in Managing Heart Failure Under Medicare Alternative Payment Models	COMPLETED	2020-04-10	https://clinicaltrials.gov/study/NCT05096039	TiAb	exclude	RANDOMISATION	claims-based provider performance metrics	N
CTGov	NCT05613140	Sacubitril/Valsartan Treated Adult Patients With Chronic Heart Failure	COMPLETED	2021-08-02	https://clinicaltrials.gov/study/NCT05613140	TiAb	exclude	RANDOMISATION	observational descriptive statistics	N
CTGov	NCT01922089	Safety and Tolerability of Initiating LCZ696 in Heart Failure Patients (TITRATION)	COMPLETED	2013-11	https://clinicaltrials.gov/study/NCT01922089	TiAb	exclude	COMPARATOR	comparator is a second uptitration regimen, not enalapril	N
CTGov	NCT03066804	A Randomized, Double-blind Controlled Study Comparing LCZ696 to Medical Therapy for Comorbidities in HFpEF Patients (PARALLAX)	COMPLETED	2017-08-22	https://clinicaltrials.gov/study/NCT03066804	TiAb	exclude	COMPARATOR	comparator is individualised medical therapy; population HFpEF	N
CTGov	NCT02788656	Pulmonary Artery Pressure Reduction With ENTresto	TERMINATED	2016-09	https://clinicaltrials.gov/study/NCT02788656	TiAb	exclude	OUTCOME	implantable-monitor pulmonary artery pressure	N
CTGov	NCT02468232	Study of Efficacy and Safety of LCZ696 in Japanese Patients With Chronic Heart Failure and Reduced Ejection Fraction (PARALLEL-HF)	COMPLETED	2015-06-15	https://clinicaltrials.gov/study/NCT02468232	FullText	INCLUDE	-	Registry record for the trial included via PMID 33731544. Composite of CV death or HF hospitalisation reported as HAZARD RATIO 1.09 (0.65-1.82). NOTE: the registry primary-outcome-measure field was NOT read - that lookup was blocked by HTTP 429.	N
CTGov	NCT02754518	Demonstration of Reverse Remodeling Effects of Entresto Using Echocardiography Endocardial Surface Analysis	COMPLETED	2016-04	https://clinicaltrials.gov/study/NCT02754518	TiAb	exclude	COMPARATOR	single-arm; reports echocardiographic remodelling	N
CTGov	NCT05096143	A Cohort Study to Compare the Hospitalization Between Naive Sacubitril/Valsartan and Naive ACEi/ARBs HFrEF Patients Using US Electronic Health Records	COMPLETED	2020-06-03	https://clinicaltrials.gov/study/NCT05096143	TiAb	exclude	RANDOMISATION	non-randomised cohort hospitalisation estimates	N
CTGov	NCT02874794	Study of Effects of Sacubitril/Valsartan vs Enalapril on Aortic Stiffness in Patients With Mild to Moderate HF With Reduced Ejection Fraction (EVALUATE-HF)	COMPLETED	2016-08-17	https://clinicaltrials.gov/study/NCT02874794	TiAb	exclude	OUTCOME	change in aortic characteristic impedance	N
CTGov	NCT05021419	Efficacy of a Streamlined Heart Failure Optimization Protocol	COMPLETED	2022-07-17	https://clinicaltrials.gov/study/NCT05021419	TiAb	exclude	INTERVENTION	intervention is a care-delivery protocol	N
CTGov	NCT05387967	Safety and Tolerability of Sacubitril/Valsartan in Heart Failure Patient With Reduced Ejection Fraction	COMPLETED	2021-01-01	https://clinicaltrials.gov/study/NCT05387967	TiAb	exclude	RANDOMISATION	single-arm tolerability proportions	N
CTGov	NCT04023227	Efficacy and Safety of Sacubitril/Valsartan Compared With Enalapril on Morbidity, Mortality, and NT-proBNP Change in Patients With CCC (PARACHUTE-HF)	COMPLETED	2019-12-10	https://clinicaltrials.gov/study/NCT04023227	FullText	exclude	OUTCOME	WIN RATIO 1.52 (1.28-1.82) over a hierarchical composite. Registry record for the trial reported in PMID 41335448.	N
CTGov	NCT05989503	Initiation of ARNi and SGLT2i in Patients With HFrEF	COMPLETED	2023-08-04	https://clinicaltrials.gov/study/NCT05989503	TiAb	exclude	COMPARATOR	comparator is an SGLT2 inhibitor sequencing strategy	N
CTGov	NCT02661217	Comparison of Pre- and Post-discharge Initiation of LCZ696 Therapy in HFrEF Patients After an Acute Decompensation Event (TRANSITION)	COMPLETED	2016-02-12	https://clinicaltrials.gov/study/NCT02661217	TiAb	exclude	COMPARATOR	comparator is a different initiation timing, not enalapril	N
CTGov	NCT05991284	Sacubitril-Valsartan in Heart Failure With Preserved Ejection Fraction and Secondary Mitral Valve Regurgitation	COMPLETED	2024-02-29	https://clinicaltrials.gov/study/NCT05991284	TiAb	exclude	POPULATION	HFpEF	N
CTGov	NCT04736433	Replication of the PARADIGM-HF Heart Failure Trial in Healthcare Claims Data	COMPLETED	2020-09-22	https://clinicaltrials.gov/study/NCT04736433	TiAb	exclude	RANDOMISATION	claims-based emulation estimates, not a randomised trial	N
CTGov	NCT03988634	Changes in NT-proBNP, Safety, and Tolerability in HFpEF Patients With a Worsening HF Event (PARAGLIDE-HF)	COMPLETED	2019-06-29	https://clinicaltrials.gov/study/NCT03988634	TiAb	exclude	COMPARATOR	comparator is valsartan; population HFpEF	N
CTGov	NCT06697353	Observational Study of Real-world Outcomes in Patients With Heart Failure Who Initiate Vericiguat in Japan	COMPLETED	2024-11-01	https://clinicaltrials.gov/study/NCT06697353	TiAb	exclude	INTERVENTION	intervention is vericiguat	N
CTGov	NCT07341893	Sacubitril-valsartan in Patients With Heart Failure	COMPLETED	2025-08-01	https://clinicaltrials.gov/study/NCT07341893	TiAb	exclude	COMPARATOR	comparator is standard treatment of heart failure	N
CTGov	NCT05117736	ARNI Versus plAcebo in Patients With Congenital sYStemic Right Ventricle Heart Failure	TERMINATED	2022-03-15	https://clinicaltrials.gov/study/NCT05117736	TiAb	exclude	POPULATION	congenital systemic right ventricle	N
CTGov	NCT05348226	The ENVI Study: Effect of Entresto on Left Ventricular Remodelling on Cardiac MRI	COMPLETED	2021-06-09	https://clinicaltrials.gov/study/NCT05348226	TiAb	exclude	OUTCOME	cardiac MRI remodelling measures	N
CTGov	NCT02226120	Safety and Tolerability During Open-label Treatment With LCZ696 in Patients With CHF and Reduced Ejection Fraction	COMPLETED	2014-10-16	https://clinicaltrials.gov/study/NCT02226120	TiAb	exclude	COMPARATOR	open-label single-arm; reports tolerability proportions	N
CTGov	NCT07527767	Secondary Use of PARALLEL-HF Data	COMPLETED	2022-07-27	https://clinicaltrials.gov/study/NCT07527767	TiAb	exclude	OUTCOME	secondary data-use record for an included trial; no independent effect estimate	N
CTGov	NCT02816736	Entresto (LCZ696) In Advanced Heart Failure (LIFE Study)	COMPLETED	2017-03-02	https://clinicaltrials.gov/study/NCT02816736	TiAb	exclude	COMPARATOR	comparator is valsartan	N
CTGov	NCT06149104	A Safety Study of Sacubitril/Valsartan in Japanese Pediatric Patients With Heart Failure	COMPLETED	2023-12-04	https://clinicaltrials.gov/study/NCT06149104	TiAb	exclude	POPULATION	paediatric	N
CTGov	NCT04218435	Impact of Sacubitril/Valsartan on Quality of Life and Mortality of CKD vs Non-CKD in Heart Failure Patients	COMPLETED	2019-01-01	https://clinicaltrials.gov/study/NCT04218435	TiAb	exclude	RANDOMISATION	observational comparison by CKD status	N
CTGov	NCT01035255	This Study Will Evaluate the Efficacy and Safety of LCZ696 Compared to Enalapril on Morbidity and Mortality of Patients With Chronic Heart Failure (PARADIGM-HF)	TERMINATED	2009-12	https://clinicaltrials.gov/study/NCT01035255	FullText	INCLUDE	-	Registry record for the trial included via PMID 25176015. Composite of CV death or first HF hospitalisation as HAZARD RATIO 0.80 (0.73-0.87). Registry status TERMINATED reflects the pre-specified early stop for overwhelming benefit. NOTE: the registry primary-outcome-measure field was NOT read - that lookup was blocked by HTTP 429.	N
CTGov	NCT02924727	Prospective ARNI vs ACE Inhibitor Trial to DetermIne Superiority in Reducing Heart Failure Events After MI (PARADISE-MI)	COMPLETED	2016-12-09	https://clinicaltrials.gov/study/NCT02924727	TiAb	exclude	COMPARATOR	comparator is ramipril; population acute myocardial infarction	N
CTGov	NCT04434170	Effects of Sacubitril/Valsartan on Exercise Capacity, Natriuretic Peptides and Ventricular Remodeling in Heart Failure	COMPLETED	2018-10-15	https://clinicaltrials.gov/study/NCT04434170	TiAb	exclude	OUTCOME	exercise capacity, natriuretic peptides, remodelling	N
CTGov	NCT04587947	Influence of Sacubitril/Valsartan on Autonomic Cardiac Nervous System in Heart Failure Patients	COMPLETED	2020-04-01	https://clinicaltrials.gov/study/NCT04587947	TiAb	exclude	OUTCOME	autonomic function measures	N
CTGov	NCT02957409	PAtient RegisTry Assessing Effectiveness and Safety of Heart Failure treatmeNt With LCZ696 acrOss CaNada	COMPLETED	2016-05-20	https://clinicaltrials.gov/study/NCT02957409	TiAb	exclude	RANDOMISATION	registry descriptive statistics	N
CTGov	NCT03760588	Prevention of Cardiac Dysfunction During Breast Cancer Therapy	COMPLETED	2019-01-31	https://clinicaltrials.gov/study/NCT03760588	TiAb	exclude	POPULATION	breast cancer therapy cardioprotection	N
CTGov	NCT07088471	Cardiac Left Atrial Evaluation and Response in HFrEF With Sacubitril/Valsartan	COMPLETED	2024-11-01	https://clinicaltrials.gov/study/NCT07088471	TiAb	exclude	OUTCOME	left atrial echocardiographic measures	N
CTGov	NCT05848206	Impact of Formulary Coverage of Entresto on Prescription Abandonment/Rejection and Subsequent Treatment and Economic Outcomes	COMPLETED	2022-03-11	https://clinicaltrials.gov/study/NCT05848206	TiAb	exclude	RANDOMISATION	claims-based abandonment and cost outcomes	N
CTGov	NCT06090487	Is Sacubitril-valsartan Superior to Dapagliflozin in Improving Myocardial Function Performance	COMPLETED	2024-02-01	https://clinicaltrials.gov/study/NCT06090487	TiAb	exclude	COMPARATOR	comparator is dapagliflozin	N
CTGov	NCT05637853	Telemonitored Fast Track Medical Sequencing for Heart Failure With Reduced Ejection Fraction	ACTIVE_NOT_RECRUITING	2022-10-22	https://clinicaltrials.gov/study/NCT05637853	TiAb	exclude	INTERVENTION	intervention is a GDMT sequencing strategy	N
CTGov	NCT03552575	The Effects of Sacubitril/Valsartan Compared to Valsartan on LV Remodelling in Asymptomatic LV Systolic Dysfunction After MI	COMPLETED	2018-07-01	https://clinicaltrials.gov/study/NCT03552575	TiAb	exclude	COMPARATOR	comparator is valsartan	N
CTGov	NCT07130175	Radiofrequency Ablation for Polymorphic Ventricular Tachycardia With Heart Failure	COMPLETED	2022-12-31	https://clinicaltrials.gov/study/NCT07130175	TiAb	exclude	INTERVENTION	intervention is catheter ablation	N
CTGov	NCT02768298	Exercise Capacity Study of LCZ696 vs Enalapril in Patients With Chronic Heart Failure and Reduced Ejection Fraction	COMPLETED	2016-07-12	https://clinicaltrials.gov/study/NCT02768298	TiAb	exclude	OUTCOME	exercise capacity (peak VO2)	N
CTGov	NCT00887588	LCZ696 Compared to Valsartan in Patients With Chronic Heart Failure and Preserved Left-ventricular Ejection Fraction (PARAMOUNT)	COMPLETED	2009-11	https://clinicaltrials.gov/study/NCT00887588	TiAb	exclude	COMPARATOR	comparator is valsartan; population HFpEF	N
CTGov	NCT05881720	Sacubitril/Valsartan Versus Valsartan in Heart Failure	COMPLETED	2022-01-01	https://clinicaltrials.gov/study/NCT05881720	TiAb	exclude	COMPARATOR	comparator is valsartan	N
CTGov	NCT03785405	Open-label Extension Study to Evaluate Long-term Safety of Sacubitril/Valsartan in Pediatric Patients With HF	COMPLETED	2019-05-02	https://clinicaltrials.gov/study/NCT03785405	TiAb	exclude	POPULATION	paediatric	N
CTGov	NCT07465679	A Real-world Study of Clinical Treatment Guidelines for Patients With HFrEF Treated With Sacubitril/Valsartan	COMPLETED	2026-01-28	https://clinicaltrials.gov/study/NCT07465679	TiAb	exclude	RANDOMISATION	observational guideline-adherence statistics	N
CTGov	NCT03506412	Circulating NEP and NEP Inhibition Study in Heart Failure With Preserved Ejection Fraction	COMPLETED	2018-06-25	https://clinicaltrials.gov/study/NCT03506412	TiAb	exclude	POPULATION	HFpEF	N
CTGov	NCT04491136	Effective Study of ARNI on Ventricular Arrhythmia in HFrEF Patients With ICD or CRT-D (RHYTHM)	TERMINATED	2020-11-11	https://clinicaltrials.gov/study/NCT04491136	TiAb	exclude	OUTCOME	ventricular arrhythmia burden	N
CTGov	NCT05168787	Efficacy and Safety of Sacubitril/Valsartan in African American Patients With Heart Failure With Reduced Ejection Fraction	COMPLETED	2020-08-13	https://clinicaltrials.gov/study/NCT05168787	TiAb	exclude	RANDOMISATION	observational subgroup effectiveness estimates	N
CTGov	NCT03816306	Six Months Clinical and Echocardiographic Outcome of ARNI LCZ696 Therapy in HFrEF Patients	COMPLETED	2018-06-01	https://clinicaltrials.gov/study/NCT03816306	TiAb	exclude	RANDOMISATION	single-arm clinical and echocardiographic change	N
CTGov	NCT06029712	Heart Failure Polypill at a Safety Net Hospital	COMPLETED	2024-02-27	https://clinicaltrials.gov/study/NCT06029712	TiAb	exclude	INTERVENTION	intervention is a heart failure polypill	N
